compagnie;nom;canal;etat_finder_actuel;ancienne_information_disponible;url_officielle;fait_officiel_trouve;preuve_raccordee;tarif_trouve;tarif_raccorde;classe_pre_lecture;categorie_inventaire;action
"airline_lufthansa";"Lufthansa";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Small dogs & cats up to 8 kg incl. carrier in a soft bag under the seat (max 55 × 40 × 23 cm); up to 2 per passenger. | plafond hérité 8 kg (chien + contenant) | conditions héritées : Small dogs and cats up to 8 kg including the container; up to 2 animals; minimum 12 weeks old (15 weeks to/from Germany)";"https://www.lufthansa.com/ua/en/travelling-with-animals";"« Only smaller dogs and cats weighing no more than 8 kg including their transport container may be transported under certain conditions as additional carry-on baggage in the passenger cabin. » (What travel options are there for the different types of animals?, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (≤ 8 kg): Route-based fee";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_lufthansa";"Lufthansa";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats over 8 kg as excess baggage in the air-conditioned hold, in a travel crate. No hold pets on connections via Munich — use Frankfu | conditions héritées : Dogs and cats over 8 kg travel as excess baggage in an air-conditioned hold; register at least 72 h before departure; ma";"https://www.lufthansa.com/ua/en/travelling-with-animals";"« Dogs and cats weighing more than 8 kg including their transport container may be carried as excess baggage in the aircraft’s air-conditioned cargo hold under certain conditions. » (What travel options are there for the different types of animals?, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (> 8 kg): Route-based fee";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_lufthansa";"Lufthansa";"cargo";"confirmation_required (official_source_unquoted)";"éditorial « Via agent » — For unaccompanied animals or when country rules require air freight; booked through an animal freight forwarder. | conditions héritées : Via Lufthansa Cargo when required by the destination or when the owner is not travelling with the pet.";"https://www.lufthansa.com/us/en/travelling-with-animals";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_luxair";"Luxair";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Under 8 kg carrier included, in a bag of either 45 × 23 × 25 cm or 45 × 42 × 20 cm — two alternative formats, both published. Soft bag recom";"https://www.luxair.lu/en/node/502/";"« welcome them on board either in cabin » (Travelling with animals → General information and regulations, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — Economy: €70 per flight | fareList : Cabin — Business: Free";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_luxair";"Luxair";"hold";"accepted_with_conditions";"éditorial « Allowed » — Above 8 kg and up to 50 kg crate included, crate 115 × 60 × 85 cm maximum, rigid travel with two-point central locking and hinges overlappin | brachycéphales refusés (hérité)";"https://www.luxair.lu/en/node/502/";"« welcome them on board either in cabin or in hold » (Travelling with animals → General information and regulations, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold: €140 per flight";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_luxair";"Luxair";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — Luxair publishes no cargo option for pets — no conditions and no rates for an unaccompanied animal or for a crate over the hold limits.";"https://www.luxair.lu";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_malaysia_airlines";"Malaysia Airlines";"cabin";"denied";"éditorial « Not allowed » — No pets in the cabin — only guide dogs for sight/hearing-impaired passengers.";"https://www.malaysiaairlines.com/content/dam/mh/my/en/legal/2021-08-31-General-Conditions-of-Carriage-Malaysia-Airlines.pdf";"« Animals must be carried in the cargo compartment of the aircraft, and are not allowed in the passenger cabin. » (General Conditions of Carriage → 9.11 Carriage of Animals, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_malaysia_airlines";"Malaysia Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Pets as checked baggage (AVIH) up to 32 kg / 204 cm; inform the call centre at booking, pay at check-in.";"https://www.malaysiaairlines.com/content/dam/mh/my/en/legal/2021-08-31-General-Conditions-of-Carriage-Malaysia-Airlines.pdf";"« Subject to our advance permission and Regulations, we will accept animals such as dogs, cats, household birds and other pets for carriage when properly crated and accompanied by valid health and vaccination certificates, entry permits, and other documents required by countries of entry or transit. » (General Conditions of Carriage → 9.11 Carriage of Animals, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (AVIH, ≤ 32 kg): Excess-baggage rate";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_malaysia_airlines";"Malaysia Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Over 32 kg or via a pet shipper; drop off at the MASkargo Animal Hotel ≥ 8 h before departure (24-h vet).";"https://www.maskargo.com/en/products-and-services/products/mk-live.html";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : MASkargo cargo: Quote (via pet shipper)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_neos";"Neos";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Up to 10 kg (pet + carrier), rigid or soft IATA-standard carrier up to 48 × 35 × 29 cm, waterproof floor, cannot open from inside. One pet p";"https://www.neosair.com/us/en/information/traveling-with-pets";"« you are allowed to transport them in the cabin » (NECESSARY REQUIREMENTS, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_neos";"Neos";"hold";"accepted_with_conditions";"éditorial « Allowed » — For animals over 10 kg. Rigid crate up to 100 × 85 × 75 cm, waterproof floor, can't open from inside. No upper weight limit is stated — only | brachycéphales refusés (hérité)";"https://www.neosair.com/us/en/information/traveling-with-pets";"« transportation is authorised in the hold of the aircraft » (NECESSARY REQUIREMENTS, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_neos";"Neos";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Other species only » — ""All other species, such as wild animals, reptiles and rodents may only be transported by cargo"" — no dogs/cats cargo option, no booking pro";"https://www.neosair.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_norwegian";"Norwegian";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Small cats & dogs ≤ 8 kg (carrier + pet) in a soft carrier under the seat (max 43 × 31 × 20 cm), on Schengen/EU routes (not Iceland) and Sva | plafond hérité 8 kg (base non qualifiée)";"https://www.norwegian.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin (≤ 8 kg): €55–85";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_norwegian";"Norwegian";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Cats & dogs in a travel crate in a temperature-adjusted hold on Schengen/EU (not Ireland/Iceland) and Svalbard (dogs). Two similar pets (≤ 1";"https://www.norwegian.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold (per animal): €150–200";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_norwegian";"Norwegian";"cargo";"confirmation_required (legacy_unreviewed)";"—";"https://cargo.norwegian.com/services/";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"aucune ancienne information";"B";"chercher une page officielle actuelle (Codex) ; sinon inconnue nommée"
"airline_pegasus";"Pegasus Airlines";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — 8 kg total (pet + carrier), waterproof carrier up to 32 × 32 × 50 cm. At least 3 months old. No seats in emergency exit rows, XL seats or th";"https://www.flypgs.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_pegasus";"Pegasus Airlines";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Domestic Turkey and North Cyprus only » — Cats and dogs only, no birds. Two price tiers, 8–15 kg and over 15 kg. Sturdy, securely locked crate that lets the pet lie down and turn aro";"https://www.flypgs.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_pegasus";"Pegasus Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — No dedicated cargo/unaccompanied-pet-shipment page exists on flypgs.com — only the accompanied cabin/hold products described above.";"https://www.flypgs.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_philippine";"Philippine Airlines";"cabin";"accepted_with_conditions";"éditorial « Domestic dogs » — FurPAL: small dogs only (no cats) ≤ 10 kg incl. carrier under the seat, on PAL domestic flights only. Min 12 weeks, in a diaper.";"https://www.philippineairlines.com/ph/en/inflight-experience/furpal.html";"« The FurPAL Program is available on all PAL DOMESTIC flights. » (FurPAL → Covered Routes, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (FurPAL, ≤ 10 kg, domestic): ₱2,500 / way";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_philippine";"Philippine Airlines";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Dogs & cats as checked baggage in a hard container; contact PAL ≥ 48 h ahead. Up to 32 kg (intl) / 50 kg (domestic). Accepted case by case. | brachycéphales refusés (hérité)";"https://www.philippineairlines.com/";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold — domestic (by weight): ₱1,000–10,000 | fareList : Hold — international: $160–320";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_philippine";"Philippine Airlines";"cargo";"accepted_with_conditions";"éditorial « Via cargo » — Larger dogs and brachy breeds via PAL Cargo Live Animals (BAI quarantine permit + vet certificate).";"https://www.philippineairlines.com/ph/en/inflight-experience/furpal.html";"« Transportation of Larger dogs and other live animals not eligible for in-cabin travel under this program, shall be via Cargo ONLY, in accordance with AVIH (Animal Vivant in Hold) standards. » (FurPAL → Pet Eligibility, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
